Time (UTC), Hm0 (m), Tm02 (s), Hm0 QC (-), Tm02 QC (-)
2023-05-30T00:00:00.000000000, 0.1659457324128653, 3.6832517321039053, 1.0, 1.0
2023-05-30T00:30:00.000000000, 0.16562810819518278, 3.805815556403595, 1.0, 1.0
2023-05-30T01:00:00.000000000, 0.14352607610616594, 3.7312668840880483, 1.0, 1.0
2023-05-30T01:30:00.000000000, 0.16187025949039716, 4.115792148294067, 1.0, 1.0
2023-05-30T02:00:00.000000000, 0.1177200225210473, 3.732479829880231, 1.0, 1.0
2023-05-30T02:30:00.000000000, 0.13748557213553286, 3.9248301932102767, 1.0, 1.0
2023-05-30T03:00:00.000000000, 0.1415664748854273, 3.598095870364999, 1.0, 1.0
2023-05-30T03:30:00.000000000, 0.15136486374266825, 2.8710578787067553, 1.0, 1.0
2023-05-30T04:00:00.000000000, 0.15451449831523703, 2.59342073803709, 1.0, 1.0
2023-05-30T04:30:00.000000000, 0.1461323202400069, 2.545290142751921, 1.0, 1.0
2023-05-30T05:00:00.000000000, 0.1428738361484155, 2.373057540186959, 1.0, 1.0
2023-05-30T05:30:00.000000000, 0.1325882811554447, 1.7061765474259258, 1.0, 1.0
2023-05-30T06:00:00.000000000, 0.1358606089561198, 1.6247342117516412, 1.0, 1.0
2023-05-30T06:30:00.000000000, 0.13568927076996984, 1.5050243171417044, 1.0, 1.0
2023-05-30T07:00:00.000000000, 0.13256756036102516, 1.5092460358888473, 3.19, 3.19
2023-05-30T07:30:00.000000000, 0.1511427884162997, 1.590287359035935, 1.0, 1.0
2023-05-30T08:00:00.000000000, 0.1309426285616323, 1.5612268888443135, 1.0, 1.0
2023-05-30T08:30:00.000000000, 0.10443857276866, 1.5115822387791886, 1.0, 1.0
2023-05-30T09:00:00.000000000, 0.0842938820911991, 1.7360275375106193, 1.0, 1.0
2023-05-30T09:30:00.000000000, 0.09496954984685806, 1.8071263813634606, 1.0, 1.0
2023-05-30T10:00:00.000000000, 0.10116264828695323, 1.9674317794996026, 1.0, 1.0
2023-05-30T10:30:00.000000000, 0.12940993551306365, 1.7180463361397893, 1.0, 1.0
2023-05-30T11:00:00.000000000, 0.12590681979084178, 1.8541792562417585, 1.0, 1.0
2023-05-30T11:30:00.000000000, 0.20633844627019748, 1.7180654061059433, 1.0, 1.0
2023-05-30T12:00:00.000000000, 0.225082919181959, 1.7933990928798054, 1.0, 1.0
2023-05-30T12:30:00.000000000, 0.27162725617045247, 1.8749761776095677, 1.0, 1.0
2023-05-30T13:00:00.000000000, 0.328766873600895, 2.083618362590771, 1.0, 1.0
2023-05-30T13:30:00.000000000, 0.36529936281081254, 2.247175140817004, 1.0, 1.0
2023-05-30T14:00:00.000000000, 0.3735595127067683, 2.3230766884785825, 1.0, 1.0
2023-05-30T14:30:00.000000000, 0.3561772745463452, 2.2799165157894334, 1.0, 1.0
2023-05-30T15:00:00.000000000, 0.3625552610594783, 2.2286775603133746, 1.0, 1.0
2023-05-30T15:30:00.000000000, 0.40688915725970193, 2.2889788385739007, 1.0, 1.0
2023-05-30T16:00:00.000000000, 0.47145357319421927, 2.4411474280597365, 1.0, 1.0
2023-05-30T16:30:00.000000000, 0.4355765743120768, 2.3177992827753173, 1.0, 1.0
2023-05-30T17:00:00.000000000, 0.3935399238024275, 2.1221932520817552, 1.0, 1.0
2023-05-30T17:30:00.000000000, 0.5261852267185492, 2.4278813566292126, 1.0, 1.0
2023-05-30T18:00:00.000000000, 0.5974717429993834, 2.5164345679730546, 1.0, 1.0
2023-05-30T18:30:00.000000000, 0.7097610769893405, 2.63308979230048, 1.0, 1.0
2023-05-30T19:00:00.000000000, 0.6961713221383944, 2.6132207784316166, 1.0, 1.0
2023-05-30T19:30:00.000000000, 0.6284086240260444, 2.531109124615203, 1.0, 1.0
2023-05-30T20:00:00.000000000, 0.6098283741166075, 2.5040528549479206, 1.0, 1.0
2023-05-30T20:30:00.000000000, 0.6894459830618485, 2.665520760816774, 1.0, 1.0
2023-05-30T21:00:00.000000000, 0.6217541847622928, 2.5344248548737838, 1.0, 1.0
2023-05-30T21:30:00.000000000, 0.5291055065356949, 2.387740186269547, 1.0, 1.0
2023-05-30T22:00:00.000000000, 0.4388657265001434, 2.289419912217866, 1.0, 1.0
2023-05-30T22:30:00.000000000, 0.4054108027031164, 2.184135176953745, 1.0, 1.0
2023-05-30T23:00:00.000000000, 0.41185996806455905, 2.2006752981548074, 1.0, 1.0
2023-05-30T23:30:00.000000000, 0.3841567929296275, 2.158016163640086, 1.0, 1.0
2023-05-31T00:00:00.000000000, 0.41340812847656394, 2.19941913075848, 1.0, 1.0
2023-05-31T00:30:00.000000000, 0.366461318368506, 2.134572221611517, 1.0, 1.0
2023-05-31T01:00:00.000000000, 0.3410926254133871, 2.1399418612480248, 1.0, 1.0
2023-05-31T01:30:00.000000000, 0.34661578962911466, 2.159137380630728, 1.0, 1.0
2023-05-31T02:00:00.000000000, 0.33015658725636454, 2.170222644516609, 1.0, 1.0
2023-05-31T02:30:00.000000000, 0.3726421013096359, 2.178161961780825, 1.0, 1.0
2023-05-31T03:00:00.000000000, 0.37181089128268896, 2.224147186709309, 1.0, 1.0
2023-05-31T03:30:00.000000000, 0.32617006366464674, 2.1561291487057535, 1.0, 1.0
2023-05-31T04:00:00.000000000, 0.3442912976471655, 2.247546373566085, 1.0, 1.0
2023-05-31T04:30:00.000000000, 0.36432533921358395, 2.275566242747225, 1.0, 1.0
2023-05-31T05:00:00.000000000, 0.32035295851688017, 2.0942244519305757, 1.0, 1.0
2023-05-31T05:30:00.000000000, 0.2642205955762217, 1.962296382616788, 1.0, 1.0
2023-05-31T06:00:00.000000000, 0.28479270469527185, 1.8724112550102, 1.0, 1.0
2023-05-31T06:30:00.000000000, 0.28466968859247266, 1.8194487278824196, 1.0, 1.0
2023-05-31T07:00:00.000000000, 0.34642605524180675, 1.9019716979310264, 1.0, 1.0
2023-05-31T07:30:00.000000000, 0.3544380740710445, 1.941046235251345, 1.0, 1.0
2023-05-31T08:00:00.000000000, 0.382206960830009, 1.9757401891893351, 1.0, 1.0
2023-05-31T08:30:00.000000000, 0.42974011388621625, 2.17252414761004, 1.0, 1.0
